0x00000000	Reset
0x01AC94EC	PNTKInTranslator::Sizeof(void) static
0x01AC94F0	PNTKOutTranslator::Sizeof(void) static
0x01AC94F4	PSerialInTranslator::Sizeof(void) static
0x01AC94F8	PSerialOutTranslator::Sizeof(void) static
0x01AC94FC	TNTKEndpointClient::SndComplete(TEndpointEvent *)
0x01ACA500	PNTKOutTranslator::StackTrace(void *)
0x01ACA504	PSerialOutTranslator::StackTrace(void *)
0x01ACA508	TNTKNub::StartListener(void)
0x01ACA50C	TBeamerCallback::Status(long, long)
0x01ACA510	TNTKNub::StopListener(void)
0x01ACA514	StringRefToHandle(RefVar const &, char ***)
0x01ACA518	TextOrInkWordsEnabled(TView *)
0x01ACA51C	TNewtWorld::TheMain(void)
0x01ACA520	StrokeCentral::UnblockStrokes(void)
0x01ACA524	TBeamer::UpdateProgress(long, int)
0x01ACA528	TKillEvent::TKillEvent(void)
0x01ACA52C	TKillEventHandler::TKillEventHandler(TNTKEndpointClient *)
0x01ACA530	TNTKEndpointClient::TNTKEndpointClient(void)
0x01ACA534	TBeamer::TBeamer(RefVar const &)
0x01ACA538	TNTKNub::TNTKNub(void)
0x01ACA53C	TNTKTask::TNTKTask(void)
0x01ACA540	TSCPEvent::TSCPEvent(unsigned long, unsigned long)
0x01ACA544	TSCPEvent::TSCPEvent(void)
0x01ACA548	TNTKEndpointClient::~TNTKEndpointClient(void)
0x01ACA54C	TBeamer::~TBeamer(void)
0x01ACA550	TNTKNub::~TNTKNub(void)
0x01ACA554	TNTKTask::~TNTKTask(void)
0x01ACA558	TNTKNub::Init(TOptionArray *, TOptionArray *, TOptionArray *, char *, char *, unsigned char)
0x01ACA55C	TLibrarian::BookAvailable(RefVar const &, RefVar const &, SourceType *)
0x01ACA560	TListView::Constructor(RefVar const &, TView *)
0x01ACA564	DrawCheck(RefVar const &, RefVar const &, long, long)
0x01ACA568	DrawPriority(RefVar const &, RefVar const &, long, short)
0x01ACA56C	TListView::DrawTopicMarker(long, long, short)
0x01ACA570	DrawTopicMarker(RefVar const &, RefVar const &, long, short)
0x01ACA574	FAdjustParagraph
0x01ACA578	FBookAvailable
0x01ACA57C	FBookRemoved
0x01ACB580	FChildTemplateFromTopic
0x01ACB584	FCollapseTopic
0x01ACB588	FExpandTopic
0x01ACB58C	FFamilyBottom
0x01ACB590	FIsCollapsed
0x01ACB594	FListBottom
0x01ACB598	FMakeDragRef
0x01ACB59C	FMarkerBounds
0x01ACB5A0	FMungeStyles
0x01ACB5A4	FSetupVisibleChildren
0x01ACB5A8	FTopicBottom
0x01ACB5AC	FTopicIndexToView
0x01ACB5B0	FVisibleTopicIndex
0x01ACB5B4	TListView::FamilySize(long)
0x01ACB5B8	FindPageBySubject
0x01ACB5BC	FixTopic(RefVar const &, short)
0x01ACB5C0	TListView::GadgetWidth(void)
0x01ACB5C4	TLibrarian::GetLibraryEntry(RefVar const &)
0x01ACB5C8	TParagraphView::GetRangeProperties(long, long)
0x01ACB5CC	TListView::HandlePenDown(RefVar const &)
0x01ACB5D0	TListView::HandleTap(TPoint &)
0x01ACB5D4	TListView::IndexFromY(long)
0x01ACB5D8	IsSpread(RefVar const &)
0x01ACB5DC	TListView::LevelFromX(long, long)
0x01ACB5E0	TListView::MarkerBounds(long, TRect &)
0x01ACB5E4	MarkerBounds(RefVar const &, RefVar const &, TRect &)
0x01ACB5E8	TListView::NTopics(void)
0x01ACB5EC	PageContents
0x01ACB5F0	TLibrarian::PageSize(RefVar const &)
0x01ACB5F4	PageTurnAway(RefVar const &, unsigned char, TView *)
0x01ACB5F8	PageTurnToSpread(RefVar const &, unsigned long)
0x01ACB5FC	TListView::PointToCaret(TPoint &, TRect *, TRect *)
0x01ACC600	TLibrarian::PreviousPage(RefVar const &)
0x01ACC604	TListView::RealDoCommand(RefVar const &)
0x01ACC608	TListView::RealDraw(TRect &)
0x01ACC60C	TListView::Scrub(TUnitPublic *)
0x01ACC610	TListView::SetupVisibleChildren(long, unsigned char, unsigned char)
0x01ACC614	TLibrarian::TextSearch(unsigned short *, long, unsigned short *, long *, long, long *)
0x01ACC618	TopicHeight(RefVar const &)
0x01ACC61C	TListView::TopicIndexToView(long)
0x01ACC620	TListView::TopicLevel(long)
0x01ACC624	TopicLevel(RefVar const &)
0x01ACC628	TopicTop(RefVar const &)
0x01ACC62C	TListView::TopicVisible(long)
0x01ACC630	TopicVisible(RefVar const &)
0x01ACC634	TListView::Topic(long)
0x01ACC638	TListView::Topics(void)
0x01ACC63C	TListView::TrackCheck(RefVar const &, long)
0x01ACC640	TListView::TrackTopic(RefVar const &, long)
0x01ACC644	UnregisterBookRef
0x01ACC648	UpdateBookmarks
0x01ACC64C	VisibleTopicIndex(RefVar const &, long)
0x01ACC650	TApplication::AddDelayedAction(RefVar const &, RefVar const &, RefVar const &, RefVar const &)
0x01ACC654	AddMarginsToBounds(TRect *)
0x01ACC658	TEditView::AddNewParagraph(unsigned short *, unsigned long, TRect &, TRect &, TUnitPublic *, RefVar const &, long *, RefVar const &)
0x01ACC65C	TParagraphView::AddSpaceToEnd(long)
0x01ACC660	AddToLine(RefVar const &, long, SortStuff *)
0x01ACC664	TParagraphView::AdjustBoundsForFirstBaseline(long)
0x01ACC668	AdjustInkWordXHeight(RefVar const &, unsigned char)
0x01ACC66C	AdjustParagraph(RefVar const &, TParagraphView *, TParagraphView *, long, long)
0x01ACC670	AdjustPopupInRect(TRect &, long, long, TRect const &, short)
0x01ACC674	TView::AlignDragPtToGrid(TDragInfo const &, TPoint *)
0x01ACC678	AlignPtToGrid(TPoint *, TPoint &)
0x01ACC67C	AlignRectToGrid(TRect *, TPoint &)
0x01ACD680	AlignToGrid(long, long)
0x01ACD684	AllocateEarlyStuff(void)
0x01ACD688	AtEndOfLine(TRect *, TRect *)
0x01ACD68C	AtEndOfLine(RefVar const &, long, SortStuff *)
0x01ACD690	BadWickedNaughtyNoot(long)
0x01ACD694	TEditView::BoundsOverlapsGraphics(TRect &)
0x01ACD698	TView::BuildKeyChildList(TViewList *, long, long)
0x01ACD69C	TEditView::BuildKeyChildList(TViewList *, long, long)
0x01ACD6A0	CardEventPrompt(RefVar const &, unsigned long)
0x01ACD6A4	TRootView::CaretEnabled(void)
0x01ACD6A8	CaretPointToRect(TPoint &, TRect *)
0x01ACD6AC	TParagraphView::CaretRelativeToVisibleRect(TRect const &)
0x01ACD6B0	TRootView::CaretValid(TPoint *)
0x01ACD6B4	TParagraphView::ChangeStylesOfRange(long, long, RefVar const &, unsigned char)
0x01ACD6B8	TParagraphView::CheckAndDoJoin(TPoint &, TPoint &, TPoint &)
0x01ACD6BC	TParagraphView::CheckAndDoSplitInk(TPoint &, long)
0x01ACD6C0	CheckCardActiveProtocols(TNewStoreEvent *)
0x01ACD6C4	TRootView::CheckForCaretRemoval(void)
0x01ACD6C8	TParagraphView::CheckStyles(void)
0x01ACD6CC	CheckStoreVersion(TStore *, int, long *, unsigned char *)
0x01ACD6D0	TDragInfo::CheckTypes(RefVar const &) const
0x01ACD6D4	CheckViewBounds(RefVar const &, RefVar const &)
0x01ACD6D8	ClearEmptyEntries(RefVar const &)
0x01ACD6DC	CommonAddView(RefVar const &, RefVar const &, RefVar const &, RefVar const &)
0x01ACD6E0	CommonBox(RefVar const &, TRect *)
0x01ACD6E4	CommonRemoveView(RefVar const &, RefVar const &, RefVar const &, RefVar const &)
0x01ACD6E8	LineLoop::ComputeLineBounds(long, long, long, long, long, long, TRect *)
0x01ACD6EC	TRootView::ConnectPassthruKeyboard(unsigned char)
0x01ACD6F0	TBits::Constructor(PixelMap const &)
0x01ACD6F4	ContainsHilitedInkWord(TView *)
0x01ACD6F8	TDragInfo::CreateItemFrame(long)
0x01ACD6FC	CreateParagraphStyleRecord(RefVar const &, StyleRecord *, unsigned long, RefVar const &)
0x01ACE700	TEditView::DeleteHilitedViews(void)
0x01ACE704	TEditView::DirtyBoxHilites(void)
0x01ACE708	TRootView::DirtyCaret(void)
0x01ACE70C	TNTKEndpointClient::DisconnectComplete(TEndpointEvent *)
0x01ACE710	DoAutoShift(TParagraphView *, long)
0x01ACE714	TRootView::DoCaretClick(TUnitPublic *)
0x01ACE718	DoKeyEvent(TResponder *, unsigned long, unsigned long)
0x01ACE71C	TInkWordGlyph::DrawAt(unsigned long, unsigned long)
0x01ACE720	DrawBitmap(RefVar const &, TRect *, long)
0x01ACE724	DrawCaretBits(TRect &, unsigned char)
0x01ACE728	TRootView::DrawCaret(TPoint)
0x01ACE72C	DrawCheckmark(TRect &)
0x01ACE730	TView::DrawDragBackground(TRect const &, unsigned char)
0x01ACE734	TView::DrawDragData(TRect const &)
0x01ACE738	TParagraphView::DrawHilitedData(void)
0x01ACE73C	TEditView::DrawScaledViews(TRect const &, TRect const &)
0x01ACE740	TPictureView::DrawUsingRect(TRect const &)
0x01ACE744	TParagraphView::DropDone(void)
0x01ACE748	TView::DropDone(void)
0x01ACE74C	TParagraphView::ExtractRangeAsRichString(unsigned long, unsigned long)
0x01ACE750	ExtractRichStringFromParaSlots(RefVar const &, RefVar const &, unsigned long, unsigned long)
0x01ACE754	TParagraphView::ExtractTextRange(unsigned long, unsigned long)
0x01ACE758	FComputeParagraphHeight
0x01ACE75C	FDragAndDrop
0x01ACE760	FDropHilites
0x01ACE764	FFilterDialog
0x01ACE768	FForkScript
0x01ACE76C	FGetCardTypes
0x01ACE770	FGetCaretInfo
0x01ACE774	FGetChar
0x01ACE778	FGetInsertionStyle
0x01ACE77C	FGetRoot
0x01ACF780	FGlobalOuterBoxX
0x01ACF784	FHandleUnit
0x01ACF788	FInsertItemsAtCaret
0x01ACF78C	FMatchedChar
0x01ACF790	FMeasuredNumberStr
0x01ACF794	FMoveBehindX
0x01ACF798	FSetCaretInfo
0x01ACF79C	FSetChar
0x01ACF7A0	FSetHiliteNoUpdateX
0x01ACF7A4	FStripInk
0x01ACF7A8	FSubstituteChars
0x01ACF7AC	FVoteOnWordUnit
0x01ACF7B0	FYieldToFork
0x01ACF7B4	FamilyNumToSym(long)
0x01ACF7B8	FamilySymToNum(RefVar const &)
0x01ACF7BC	TParagraphView::FindClosestBaseline(short)
0x01ACF7C0	FindInsertPosition(RefVar const &, long, SortStuff *)
0x01ACF7C4	TParagraphView::FindLineContainingRect(TRect const &, long const, unsigned char, unsigned char)
0x01ACF7C8	TParagraphView::FindLineForWord(TRect const &, long)
0x01ACF7CC	FindLine(RefVar const &, long *, SortStuff *)
0x01ACF7D0	TDragInfo::FindType(long, RefVar const &) const
0x01ACF7D4	TPickView::FlashItem(PickStuff *)
0x01ACF7D8	TParagraphView::FlushWordAtCaret(void)
0x01ACF7DC	TParagraphView::GetCachedRange(long *, long *)
0x01ACF7E0	GetCaretClipView(TView *)
0x01ACF7E4	TEditView::GetCaretGlobalTopLeft(void)
0x01ACF7E8	TEditView::GetCaretLocalTopLeft(void)
0x01ACF7EC	TRootView::GetCaretPoint(TPoint *)
0x01ACF7F0	TRootView::GetCaretRect(TRect *)
0x01ACF7F4	TRootView::GetCommonParent(TView *, TView *)
0x01ACF7F8	TParagraphView::GetDefaultViewStyle(void)
0x01ACF7FC	TPickView::GetDisplayFixedHeight(RefVar const &)
0x01AD0800	TPickView::GetDisplayIcon(RefVar const &)
0x01AD0804	TPickView::GetDisplayIndent(RefVar const &)
0x01AD0808	TParagraphView::GetFirstBaseline(void)
0x01AD080C	GetFontFace(RefVar const &)
0x01AD0810	GetFontFamilyNum(RefVar const &)
0x01AD0814	GetFontFamilySym(RefVar const &)
0x01AD0818	TRootView::GetFrontmostModalView(void)
0x01AD081C	TPickView::GetGridInfo(RefVar const &, TRect *)
0x01AD0820	TPickView::GetGridItemRect(PickStuff *, TRect *)
0x01AD0824	TRootView::GetIdlingView(TView *)
0x01AD0828	TParagraphView::GetInkRefAndBounds(long, TRect *)
0x01AD082C	GetInkWordAddrData(RefVar const &)
0x01AD0830	GetInkWordAddrInfo(RefVar const &, InkWordInfo *)
0x01AD0834	GetInkWordFontSize(unsigned long)
0x01AD0838	TDragInfo::GetItemDragLabel(long) const
0x01AD083C	TDragInfo::GetItemDragRef(long) const
0x01AD0840	TPickView::GetItemFlags(PickStuff *, unsigned char *, unsigned short *)
0x01AD0844	TDragInfo::GetItemIndType(long, long) const
0x01AD0848	TPickView::GetItemLength(long)
0x01AD084C	TPickView::GetItemRect(PickStuff *, TRect *)
0x01AD0850	TDragInfo::GetItemTypes(long) const
0x01AD0854	GetKidBounds(RefVar const &)
0x01AD0858	GetKidIndex(RefVar const &)
0x01AD085C	GetKid(RefVar const &)
0x01AD0860	TParagraphView::GetLastBaseline(void)
0x01AD0864	GetMaxAscent(StyleRecord **, StyleRecord **, long *, long *, long *)
0x01AD0868	TEWorldClient::GetMaxUploadLength(unsigned char *, unsigned long)
0x01AD086C	TParagraphView::GetNextBaseline(TParagraphView *)
0x01AD0870	GetParagraphStyleRecordMetrics(StyleRecord *, long *, long *, long *, long *)
0x01AD0874	TParagraphView::GetStyleAtOffset(long, long *, long *)
0x01AD0878	TParagraphView::GetStyleForInsertion(long, unsigned char, unsigned char)
0x01AD087C	TParagraphView::GetStylesOfRange(long, long, unsigned char)
0x01AD1880	HandleIgnoreStroke(RefVar const &, SortStuff *)
0x01AD1884	TDataView::HandleInk(RefVar const &, unsigned char)
0x01AD1888	TEditView::HandleInk(RefVar const &)
0x01AD188C	TParagraphView::HandleInsertItems(RefVar const &)
0x01AD1890	TEditView::HandleInsertItems(RefVar const &)
0x01AD1894	TRootView::HandleKeyIn(unsigned long, unsigned char, TView *)
0x01AD1898	TParagraphView::HandleReplaceText(RefVar const &)
0x01AD189C	TView::HandleScrub(TRect const &, long, TUnitPublic *, unsigned char)
0x01AD18A0	TEditView::HasHilitedChildren(long, TView **)
0x01AD18A4	TRootView::HideCaret(void)
0x01AD18A8	HitsHilitedInkWord(TView *, TPoint)
0x01AD18AC	HitsOldHilitedInk(TView *, TPoint)
0x01AD18B0	InPrintOrPreview(TView *)
0x01AD18B4	TParagraphView::InsertHorizontalSpace(TPoint &, long, long, unsigned char)
0x01AD18B8	TParagraphView::InsertInk(unsigned long, RefVar const &, unsigned long)
0x01AD18BC	InsertItemsAtCaret(RefVar const &)
0x01AD18C0	TParagraphView::InsertStyledText(unsigned long, unsigned short const *, unsigned long, RefVar const &, RefVar const &, unsigned long, unsigned long, unsigned char)
0x01AD18C4	TPickView::InvertItem(PickStuff *)
0x01AD18C8	IsApostrophe(TRect *, TRect *)
0x01AD18CC	IsCircular(unsigned short)
0x01AD18D0	IsDot(TRect *)
0x01AD18D4	IsInkWord(RefVar const &)
0x01AD18D8	IsInk(RefVar const &)
0x01AD18DC	IsLine(TRect *)
0x01AD18E0	IsMidWordLetterInsertion(TParagraphView *, TUnitPublic *)
0x01AD18E4	IsOldInk(TView *)
0x01AD18E8	IsOldRawInk(RefVar const &)
0x01AD18EC	IsRawInk(RefVar const &)
0x01AD18F0	TEditView::JamText(unsigned short *, unsigned long)
0x01AD18F4	KeyCanBeHandled(unsigned short)
0x01AD18F8	KeyDown(unsigned long, unsigned char)
0x01AD18FC	KeyIn(unsigned long, unsigned char, TView *)
0x01AD2900	KeyIsPrintable(unsigned short, TView *)
0x01AD2904	KeyLabel(unsigned long, unsigned char)
0x01AD2908	TRootView::KeyboardActive(void)
0x01AD290C	TRootView::KeyboardConnected(void)
0x01AD2910	TParagraphView::MakeAndDoReplaceCommand(unsigned long, unsigned short const *, unsigned long, RefVar const &, RefVar const &, unsigned long, unsigned long, unsigned char)
0x01AD2914	MakeCompactFont(RefVar const &, long, long)
0x01AD2918	MakeDragRef(TListView *, long)
0x01AD291C	MakeKidForSort(TView *, long)
0x01AD2920	MakeUndoCommand(RefVar const &, RefVar const &, RefVar const &)
0x01AD2924	MeasureOnceFont(unsigned short *, long, RefVar const &)
0x01AD2928	ModalSafeShowRelease(void)
0x01AD292C	ModalSafeShow(TView *)
0x01AD2930	Modifiers(unsigned char)
0x01AD2934	TEditView::MoveBetweenParagraphs(long, long)
0x01AD2938	TClipboard::MoveIcon(TPoint const &)
0x01AD293C	MungeInkScale(RefVar const &, RefVar const &)
0x01AD2940	NewLine(RefVar const &, long, SortStuff *)
0x01AD2944	TView::NextKeyView(TView *, long, long)
0x01AD2948	ParamStrParse(TRichString *, long, unsigned char, unsigned char, RefVar const &)
0x01AD294C	TPickView::PickItem(PickStuff *)
0x01AD2950	TParagraphView::PlaceAndAddWord(unsigned short const *, unsigned long, TRect const &, TPoint const &, unsigned long, unsigned long, RefVar const &, long *, TUnitPublic *, long)
0x01AD2954	TParagraphView::ProcessStyles(unsigned char)
0x01AD2958	TParagraphView::ROMDeleteHilited(RefVar const &)
0x01AD295C	TParagraphView::RangeChanged(long, long, long, RefVar const &)
0x01AD2960	TInkWordGlyph::ReadMetrics(void)
0x01AD2964	TRootView::RealDraw(TRect &)
0x01AD2968	RealExitModalDialog(TView *)
0x01AD296C	RealOpenX(RefVar const &, unsigned char)
0x01AD2970	RecurseFindStringInFrame(RefVar const &, RefVar const &, RefVar const &, TRichString const &, long)
0x01AD2974	ReflowPreflight
0x01AD2978	ReflowText(RefVar const &, RefVar const &, RefVar const &, long, long *, long)
0x01AD297C	MungeAllStyles(RefVar const &, RefVar const &)
0x01AD3980	TRootView::RegisterKeyboard(RefVar const &, unsigned long)
0x01AD3984	RemoveModalSafeView(TView *)
0x01AD3988	TEditView::ResetHilitesForNewWord(void)
0x01AD398C	TRootView::RestoreBitsUnderCaret(void)
0x01AD3990	RestoreCorrectorBusy(RefVar const &)
0x01AD3994	RestoreRemoteForCorrector(long)
0x01AD3998	TApplication::RunNextDelayedAction(void)
0x01AD399C	ScaleStrokesForInkWord(TStroke **, TRect *)
0x01AD39A0	TEditView::SetCaretRectGlobal(TRect const &)
0x01AD39A4	TEditView::SetCaretRectLocal(TRect const &)
0x01AD39A8	SetCorrectorBusy(void)
0x01AD39AC	SetFontFace(RefVar const &, long)
0x01AD39B0	SetFontFamily(RefVar const &, RefVar const &)
0x01AD39B4	TInkWordGlyph::SetFontParms(RefVar const &)
0x01AD39B8	SetFontParms(RefVar const &, RefVar const &)
0x01AD39BC	SetInkWordFontFace(RefVar const &, unsigned long)
0x01AD39C0	SetInkWordFontParms(RefVar const &, RefVar const &)
0x01AD39C4	SetInkWordFontSize(RefVar const &, unsigned long)
0x01AD39C8	SetInkWordPenSize(RefVar const &, unsigned long)
0x01AD39CC	SetInkWordScale(RefVar const &, long)
0x01AD39D0	TDragInfo::SetItemDragLabel(long, RefVar const &)
0x01AD39D4	TDragInfo::SetItemDragRef(long, RefVar const &)
0x01AD39D8	TDragInfo::SetItemDragTypes(long, RefVar const &)
0x01AD39DC	TPickView::SetItemFlags(PickStuff *, unsigned char, unsigned short)
0x01AD39E0	TPickView::SetItemLength(PickStuff *, long)
0x01AD39E4	TRootView::SetKeyView(TView *, long, long, unsigned char)
0x01AD39E8	SetModalView(TView *)
0x01AD39EC	TRootView::SetPreserveHilites(unsigned char)
0x01AD39F0	TParagraphView::SetValue(RefVar const &, RefVar const &)
0x01AD39F4	TParagraphView::SetupDone(void)
0x01AD39F8	TEditView::SetupDone(void)
0x01AD39FC	ShapeBounds(RefVar const &, TRect *)
0x01AD4A00	TParagraphView::SimpleOffset(TPoint)
0x01AD4A04	SortTextInk(RefVar const &)
0x01AD4A08	SplitStyles(RefVar const &, long, long)
0x01AD4A0C	TQDScaler::StartScaling(TTransform *, unsigned char, long) static
0x01AD4A10	TQDScaler::StopScaling(void) static
0x01AD4A14	StrHexDump(RefVar const &, RefVar const &)
0x01AD4A18	StyleArrayContainsInk(RefVar const &)
0x01AD4A1C	TPickView::SubItem(TPoint &, PickStuff *)
0x01AD4A20	TestLineOverlap(TRect *, TRect *)
0x01AD4A24	TestWordOverlap(RefVar const &, long, SortStuff *)
0x01AD4A28	TKeyboardView::TrackStroke(TStrokePublic *, TVisKeyIterator *)
0x01AD4A2C	TPickView::TrackStroke(TStrokePublic *, PickStuff *)
0x01AD4A30	TClipboard::TruncateLabel(TRichString *, RefVar const &) static
0x01AD4A34	TNTKEndpointClient::UnBindComplete(TEndpointEvent *)
0x01AD4A38	TRootView::UnlinkIdleView(TView *)
0x01AD4A3C	TRootView::UnregisterKeyboard(RefVar const &)
0x01AD4A40	UpdateLineRect(TRect *, TRect *)
0x01AD4A44	TQDScaler::UseTransform(TTransform *, unsigned char)
0x01AD4A48	ValidateCaretPoint(TPoint *, LineInfo **, long, long, long *)
0x01AD4A4C	TEditView::ValidateCaret(unsigned char)
0x01AD4A50	ViewContainsCaretView(TView *)
0x01AD4A54	ViewExpectsNumbers(TView *)
0x01AD4A58	TInkWordGlyph::TInkWordGlyph(RefVar const &, unsigned long, unsigned long)
0x01AD4A5C	DragBits::DragBits(void)
0x01AD4A60	TDragInfo::TDragInfo(RefVar const &)
0x01AD4A64	TDragInfo::TDragInfo(RefVar const &, RefVar const &, RefVar const &)
0x01AD4A68	TDragInfo::TDragInfo(long)
0x01AD4A6C	TQDScaler::TQDScaler(void)
0x01AD4A70	TClipboard::~TClipboard(void)
0x01AD4A74	LineLoop::AddNextLine(long *, long *, long *, long *, long *, TRect *)
0x01AD4A78	ArrayPop(RefVar const &)
0x01AD4A7C	TFormPartHandler::Backup(PartId const &, long, CPipe *)
0x01AD5A80	TBits::Cleanup(void)
0x01AD5A84	TSplashScreenInfo::Delete(void)
0x01AD5A88	DrawSplashGraphic(unsigned char *, TRect)
0x01AD5A8C	EqualStyles(RefVar const &, RefVar const &)
0x01AD5A90	ExtendedGestalt
0x01AD5A94	FAppleTalkOpenCount
0x01AD5A98	FArrayToPoints(RefVar const &, RefVar const &)
0x01AD5A9C	FBatteryCount
0x01AD5AA0	FBatteryLevel(RefVar const &, RefVar const &)
0x01AD5AA4	FBatteryStatus
0x01AD5AA8	FBubbleArraySlot
0x01AD5AAC	FCalibrateTablet(RefVar const &)
0x01AD5AB0	FCheckCardBattery
0x01AD5AB4	FChildViewFramesX
0x01AD5AB8	FClearPopup
0x01AD5ABC	FCloseAppleTalk
0x01AD5AC0	FCloseRemote
0x01AD5AC4	FCloseX
0x01AD5AC8	FConnBuildStoreFrame
0x01AD5ACC	FCopyBits
0x01AD5AD0	FDateNTime(RefVar const &, RefVar const &)
0x01AD5AD4	FDate(RefVar const &, RefVar const &)
0x01AD5AD8	FDefaultStore
0x01AD5ADC	FDeleteX
0x01AD5AE0	FDisplaySplashGraphic
0x01AD5AE4	FDisposeTrainingData(RefVar const &, RefVar const &)
0x01AD5AE8	FDoCursiveTraining(RefVar const &, RefVar const &, RefVar const &)
0x01AD5AEC	FDoDrawing
0x01AD5AF0	FDoPopup(RefVar const &, RefVar const &, RefVar const &, RefVar const &, RefVar const &)
0x01AD5AF4	FDoScrubEffect(RefVar const &, RefVar const &)
0x01AD5AF8	FDragX
0x01AD5AFC	FDrawDateLabels(RefVar const &, RefVar const &, RefVar const &)
0x01AD6B00	FDrawExpando
0x01AD6B04	FDrawMeetingGrid(RefVar const &, RefVar const &)
0x01AD6B08	FDrawPolygons
0x01AD6B0C	FDrawXBitmap
0x01AD6B10	FEffectX
0x01AD6B14	FEnablePowerStats
0x01AD6B18	FEventPause
0x01AD6B1C	FExtractData(RefVar const &, RefVar const &, RefVar const &, RefVar const &)
0x01AD6B20	FFileFiled
0x01AD6B24	FFileUnfiled
0x01AD6B28	FFindStringInArray(RefVar const &, RefVar const &, RefVar const &)
0x01AD6B2C	FFindStringInFrame(RefVar const &, RefVar const &, RefVar const &, RefVar const &)
0x01AD6B30	FFontAscent(RefVar const &, RefVar const &)
0x01AD6B34	FFontDescent(RefVar const &, RefVar const &)
0x01AD6B38	FFontHeight(RefVar const &, RefVar const &)
0x01AD6B3C	FFontLeading(RefVar const &, RefVar const &)
0x01AD6B40	FFormattedNumberStr(RefVar const &, RefVar const &, RefVar const &)
0x01AD6B44	FFrameDirty(RefVar const &, RefVar const &)
0x01AD6B48	FGestalt
0x01AD6B4C	FGetDefaultFont(RefVar const &, RefVar const &)
0x01AD6B50	FGetFlags(RefVar const &, RefVar const &)
0x01AD6B54	FGetFrameStuff
0x01AD6B58	FGetHiliteOffsets(RefVar const &)
0x01AD6B5C	FGetLCDContrast(RefVar const &)
0x01AD6B60	FGetLocale(RefVar const &)
0x01AD6B64	FGetMyZone(RefVar const &)
0x01AD6B68	FGetNames(RefVar const &, RefVar const &)
0x01AD6B6C	FGetOnlineEndpoint(RefVar const &)
0x01AD6B70	FGetOrientation
0x01AD6B74	FGetPackages(RefVar const &)
0x01AD6B78	FGetPoint(RefVar const &, RefVar const &, RefVar const &)
0x01AD6B7C	FGetPointsArray(RefVar const &, RefVar const &)
0x01AD7B80	FGetPolygons
0x01AD7B84	FGetPopup
0x01AD7B88	FGetPowerStats
0x01AD7B8C	FGetRandomDictionaryWord(RefVar const &, RefVar const &, RefVar const &)
0x01AD7B90	FGetRandomWord(RefVar const &, RefVar const &, RefVar const &)
0x01AD7B94	FGetScoreArray(RefVar const &, RefVar const &)
0x01AD7B98	FGetTrainingData(RefVar const &, RefVar const &)
0x01AD7B9C	FGetUnitEndTime(RefVar const &, RefVar const &)
0x01AD7BA0	FGetUnitStartTime(RefVar const &, RefVar const &)
0x01AD7BA4	FGetValue(RefVar const &, RefVar const &, RefVar const &, RefVar const &)
0x01AD7BA8	FGetView(RefVar const &, RefVar const &)
0x01AD7BAC	FGetWordArray(RefVar const &, RefVar const &)
0x01AD7BB0	FGetZoneFromName(RefVar const &, RefVar const &)
0x01AD7BB4	FGetZoneList(RefVar const &)
0x01AD7BB8	FHaveZones(RefVar const &)
0x01AD7BBC	FHideX
0x01AD7BC0	FHiliteOwner(RefVar const &)
0x01AD7BC4	FHiliteUniqueX
0x01AD7BC8	FHiliteViewChildren
0x01AD7BCC	FHiliteX
0x01AD7BD0	FHitShape
0x01AD7BD4	FHourMinute(RefVar const &, RefVar const &)
0x01AD7BD8	FInkOff(RefVar const &, RefVar const &)
0x01AD7BDC	FInkOn(RefVar const &, RefVar const &)
0x01AD7BE0	FInsertTabletSample
0x01AD7BE4	FInvertRect
0x01AD7BE8	FIsAlphaNumeric
0x01AD7BEC	FIsFiniteNumber(RefVar const &, RefVar const &)
0x01AD7BF0	FIsWhiteSpace
0x01AD7BF4	FKeyboardInputX
0x01AD7BF8	FLayoutTableX
0x01AD7BFC	FLayoutVerticallyX
0x01AD8C00	FLoadOnlinePackage(RefVar const &)
0x01AD8C04	FLockScreen
0x01AD8C08	FLongDateStr(RefVar const &, RefVar const &, RefVar const &)
0x01AD8C0C	FMakeLine
0x01AD8C10	FMakePict
0x01AD8C14	FMakePolygon
0x01AD8C18	FMakeRegion
0x01AD8C1C	FMakeRoundRect
0x01AD8C20	FMakeShape
0x01AD8C24	FMakeText
0x01AD8C28	FMakeWedge
0x01AD8C2C	FMapCursor(RefVar const &, RefVar const &, RefVar const &)
0x01AD8C30	FMinimumBatteryCheck
0x01AD8C34	FMoveCorrectionInfo(RefVar const &, RefVar const &, RefVar const &, RefVar const &, RefVar const &)
0x01AD8C38	FNBPGetLookupNames(RefVar const &)
0x01AD8C3C	FNBPLookupCount(RefVar const &)
0x01AD8C40	FNBPStartLookup(RefVar const &, RefVar const &)
0x01AD8C44	FNBPStopLookup(RefVar const &)
0x01AD8C48	FNBPGetCount
0x01AD8C4C	FNBPGetNames
0x01AD8C50	FNBPStart
0x01AD8C54	FNBPStop
0x01AD8C58	FNTKAlive
0x01AD8C5C	FNTKSend
0x01AD8C60	FNumInkWordsInRange
0x01AD8C64	FNumberStr(RefVar const &, RefVar const &)
0x01AD8C68	FOffsetShape
0x01AD8C6C	FOpenAppleTalk
0x01AD8C70	FOpenRemote
0x01AD8C74	FOtherViewInUse
